n_gaussians,reference_forward_ms_mean,reference_forward_ms_std,reference_backward_ms_mean,reference_backward_ms_std,reference_optimizer_ms_mean,reference_optimizer_ms_std,fused_forward_ms_mean,fused_forward_ms_std,fused_backward_update_ms_mean,fused_backward_update_ms_std,reference_backward_update_ms_mean,speedup_backward_update
5000,0.3547839969396591,0.0006788382155407147,0.5103839933872223,0.009526157140977801,1.0221759676933289,0.007105031428269494,0.3076319992542267,0.000837204998820399,0.27827200293540955,0.007829072138838144,1.5325599610805511,5.5074170053545695
