experiment,iteration,mutation_ms,n_gaussians_after,n_gaussians_before,operation,scene,score_ms,total_ms
no_score_gate,10600,22.722272872924805,2820341,2817066,densify,bicycle,13.8570556640625,36.579328536987305
no_score_gate,10700,22.508447647094727,2824939,2820341,densify,bicycle,12.022879600524902,34.53132724761963
no_score_gate,10800,22.143999099731445,2825320,2824939,densify,bicycle,13.330431938171387,35.47443103790283
no_score_gate,10900,24.09676742553711,2829816,2825320,densify,bicycle,13.427712440490723,37.52447986602783
no_score_gate,11000,22.512544631958008,2836792,2829816,densify,bicycle,13.352128028869629,35.86467266082764
no_score_gate,11100,23.228416442871094,2835786,2836792,densify,bicycle,13.318143844604492,36.546560287475586
no_score_gate,11200,22.433792114257812,2843135,2835786,densify,bicycle,12.829695701599121,35.263487815856934
no_score_gate,11300,22.847488403320312,2845506,2843135,densify,bicycle,12.479488372802734,35.32697677612305
no_score_gate,11400,22.994943618774414,2849242,2845506,densify,bicycle,13.017919540405273,36.01286315917969
no_score_gate,11500,23.1331844329834,2849246,2849242,densify,bicycle,12.918720245361328,36.05190467834473
no_score_gate,11600,22.47372817993164,2848021,2849246,densify,bicycle,14.222335815429688,36.69606399536133
no_score_gate,11700,22.547199249267578,2855336,2848021,densify,bicycle,13.03270435333252,35.5799036026001
no_score_gate,11800,22.53036880493164,2856422,2855336,densify,bicycle,12.594176292419434,35.124545097351074
no_score_gate,11900,22.42736053466797,2860005,2856422,densify,bicycle,13.202719688415527,35.630080223083496
no_score_gate,12000,22.56377601623535,2861275,2860005,densify,bicycle,12.323904037475586,34.88768005371094
no_score_gate,12100,22.981632232666016,2864439,2861275,densify,bicycle,15.850815773010254,38.83244800567627
no_score_gate,12200,22.71843147277832,2880993,2864439,densify,bicycle,13.85366439819336,36.57209587097168
no_score_gate,12300,22.759424209594727,2888295,2880993,densify,bicycle,13.832096099853516,36.59152030944824
no_score_gate,12400,22.807552337646484,2893270,2888295,densify,bicycle,13.859840393066406,36.66739273071289
no_score_gate,12500,22.632448196411133,2896575,2893270,densify,bicycle,13.8689603805542,36.50140857696533
no_score_gate,12600,22.750207901000977,2896900,2896575,densify,bicycle,14.17625617980957,36.92646408081055
no_score_gate,12700,22.506847381591797,2898237,2896900,densify,bicycle,12.493824005126953,35.00067138671875
no_score_gate,12800,23.29680061340332,2896995,2898237,densify,bicycle,13.899999618530273,37.196800231933594
no_score_gate,12900,23.026527404785156,2900143,2896995,densify,bicycle,13.09712028503418,36.123647689819336
no_score_gate,13000,22.68979263305664,2900342,2900143,densify,bicycle,13.450240135192871,36.14003276824951
no_score_gate,13100,22.668991088867188,2903732,2900342,densify,bicycle,12.878144264221191,35.54713535308838
no_score_gate,13200,22.833824157714844,2902095,2903732,densify,bicycle,13.358431816101074,36.19225597381592
no_score_gate,13300,22.782976150512695,2902766,2902095,densify,bicycle,13.059871673583984,35.84284782409668
no_score_gate,13400,22.69183921813965,2908130,2902766,densify,bicycle,12.969792366027832,35.66163158416748
no_score_gate,13500,22.798336029052734,2908638,2908130,densify,bicycle,13.48095989227295,36.279295921325684
no_score_gate,13600,22.682592391967773,2909383,2908638,densify,bicycle,13.815839767456055,36.49843215942383
no_score_gate,13700,22.93654441833496,2909412,2909383,densify,bicycle,13.052960395812988,35.98950481414795
no_score_gate,13800,23.44259262084961,2910887,2909412,densify,bicycle,13.319808006286621,36.76240062713623
no_score_gate,13900,23.19366455078125,2912396,2910887,densify,bicycle,12.790783882141113,35.98444843292236
no_score_gate,14000,22.981632232666016,2912318,2912396,densify,bicycle,12.96076774597168,35.942399978637695
no_score_gate,14100,23.165952682495117,2913244,2912318,densify,bicycle,13.211359977722168,36.377312660217285
no_score_gate,14200,23.4354248046875,2914483,2913244,densify,bicycle,13.674495697021484,37.109920501708984
no_score_gate,14300,22.821887969970703,2912779,2914483,densify,bicycle,13.541119575500488,36.36300754547119
no_score_gate,14400,22.862592697143555,2913603,2912779,densify,bicycle,13.93996810913086,36.802560806274414
no_score_gate,14500,23.034879684448242,2913018,2913603,densify,bicycle,13.864959716796875,36.89983940124512
no_score_gate,14600,23.185407638549805,2917019,2913018,densify,bicycle,13.971455574035645,37.15686321258545
no_score_gate,14700,22.98966407775879,2918267,2917019,densify,bicycle,12.27894401550293,35.26860809326172
no_score_gate,14800,23.606271743774414,2919371,2918267,densify,bicycle,13.489151954650879,37.09542369842529
no_score_gate,14900,23.036928176879883,2922378,2919371,densify,bicycle,12.379136085510254,35.41606426239014
no_score_gate,18000,13.41215991973877,2412191,2922378,vcp_prune,bicycle,12.514528274536133,25.926688194274902
no_score_gate,21000,6.569759845733643,2358539,2412191,vcp_prune,bicycle,12.111071586608887,18.68083143234253
no_score_gate,600,128.1298828125,232419,138766,densify,garden,56.79939270019531,184.9292755126953
no_score_gate,700,57.746368408203125,380869,232419,densify,garden,14.156864166259766,71.90323257446289
no_score_gate,800,8.495295524597168,586283,380869,densify,garden,12.771360397338867,21.266655921936035
no_score_gate,900,11.266847610473633,826241,586283,densify,garden,13.604063987731934,24.870911598205566
no_score_gate,1000,13.436256408691406,1109497,826241,densify,garden,13.42460823059082,26.860864639282227
no_score_gate,1100,14.648320198059082,1386942,1109497,densify,garden,14.845888137817383,29.494208335876465
no_score_gate,1200,17.51158332824707,1670842,1386942,densify,garden,14.600192070007324,32.111775398254395
no_score_gate,1300,37.6030387878418,1926431,1670842,densify,garden,15.029312133789062,52.63235092163086
no_score_gate,1400,19.65260887145996,2171979,1926431,densify,garden,15.599264144897461,35.25187301635742
no_score_gate,1500,20.684799194335938,2390867,2171979,densify,garden,16.122880935668945,36.80768013000488
no_score_gate,1600,23.31340789794922,2613947,2390867,densify,garden,16.687807083129883,40.0012149810791
no_score_gate,1700,24.180095672607422,2818111,2613947,densify,garden,17.2544002532959,41.43449592590332
no_score_gate,1800,23.996416091918945,2998894,2818111,densify,garden,17.65990447998047,41.656320571899414
no_score_gate,1900,25.23628807067871,3178255,2998894,densify,garden,18.136255264282227,43.37254333496094
no_score_gate,2000,27.097408294677734,3341382,3178255,densify,garden,18.47270393371582,45.570112228393555
no_score_gate,2100,31.500415802001953,3493621,3341382,densify,garden,19.947328567504883,51.447744369506836
no_score_gate,2200,28.648160934448242,3636802,3493621,densify,garden,20.15056037902832,48.79872131347656
no_score_gate,2300,28.857343673706055,3756280,3636802,densify,garden,20.571136474609375,49.42848014831543
no_score_gate,2400,29.997312545776367,3882667,3756280,densify,garden,21.68115234375,51.67846488952637
no_score_gate,2500,31.16543960571289,3987040,3882667,densify,garden,22.03843116760254,53.20387077331543
no_score_gate,2600,31.7706241607666,4090356,3987040,densify,garden,21.710847854614258,53.48147201538086
no_score_gate,2700,31.82796859741211,4170056,4090356,densify,garden,20.86195182800293,52.68992042541504
no_score_gate,2800,32.47001647949219,4258677,4170056,densify,garden,23.012351989746094,55.48236846923828
no_score_gate,2900,33.093631744384766,4329725,4258677,densify,garden,22.762496948242188,55.85612869262695
no_score_gate,3000,33.39468765258789,4389227,4329725,densify,garden,23.49158477783203,56.88627243041992
no_score_gate,3100,33.576961517333984,4393000,4389227,densify,garden,27.817983627319336,61.39494514465332
no_score_gate,3200,34.80064010620117,4476192,4393000,densify,garden,25.893856048583984,60.694496154785156
no_score_gate,3300,35.738624572753906,4542497,4476192,densify,garden,26.851104736328125,62.58972930908203
no_score_gate,3400,36.34172821044922,4615899,4542497,densify,garden,25.4484806060791,61.79020881652832
no_score_gate,3500,36.23526382446289,4666577,4615899,densify,garden,26.772480010986328,63.00774383544922
no_score_gate,3600,35.779296875,4716285,4666577,densify,garden,24.724767684936523,60.50406455993652
no_score_gate,3700,36.50627136230469,4757876,4716285,densify,garden,25.940351486206055,62.44662284851074
no_score_gate,3800,36.596736907958984,4800435,4757876,densify,garden,27.282272338867188,63.87900924682617
no_score_gate,3900,37.152862548828125,4836421,4800435,densify,garden,25.704191207885742,62.85705375671387
no_score_gate,4000,36.696224212646484,4865088,4836421,densify,garden,25.75872039794922,62.4549446105957
no_score_gate,4100,37.37065505981445,4888899,4865088,densify,garden,24.983776092529297,62.35443115234375
no_score_gate,4200,37.716575622558594,4926362,4888899,densify,garden,25.17955207824707,62.896127700805664
no_score_gate,4300,38.59120178222656,4944558,4926362,densify,garden,26.64566421508789,65.23686599731445
no_score_gate,4400,37.923519134521484,4971646,4944558,densify,garden,25.99456024169922,63.9180793762207
no_score_gate,4500,37.782432556152344,4994848,4971646,densify,garden,24.360031127929688,62.14246368408203
no_score_gate,4600,38.20550537109375,5011474,4994848,densify,garden,26.3505916595459,64.55609703063965
no_score_gate,4700,38.562591552734375,5032387,5011474,densify,garden,26.461408615112305,65.02400016784668
no_score_gate,4800,37.94432067871094,5041379,5032387,densify,garden,25.74025535583496,63.6845760345459
no_score_gate,4900,38.172672271728516,5049307,5041379,densify,garden,25.55289649963379,63.725568771362305
no_score_gate,5000,38.10908889770508,5060436,5049307,densify,garden,26.19913673400879,64.30822563171387
no_score_gate,5100,39.06355285644531,5069549,5060436,densify,garden,20.956159591674805,60.01971244812012
no_score_gate,5200,38.588417053222656,5078710,5069549,densify,garden,21.11078453063965,59.699201583862305
no_score_gate,5300,38.57408142089844,5087234,5078710,densify,garden,20.526079177856445,59.10016059875488
no_score_gate,5400,38.148033142089844,5093500,5087234,densify,garden,21.210176467895508,59.35820960998535
no_score_gate,5500,38.88742446899414,5101741,5093500,densify,garden,20.25472068786621,59.14214515686035
no_score_gate,5600,38.6710090637207,5103465,5101741,densify,garden,20.947296142578125,59.61830520629883
no_score_gate,5700,38.730751037597656,5110859,5103465,densify,garden,20.618240356445312,59.34899139404297
no_score_gate,5800,38.92736053466797,5110515,5110859,densify,garden,21.411840438842773,60.33920097351074
no_score_gate,5900,38.37913513183594,5106682,5110515,densify,garden,21.387392044067383,59.76652717590332
no_score_gate,6000,38.397953033447266,5108581,5106682,densify,garden,21.4333438873291,59.83129692077637
no_score_gate,6100,38.345664978027344,5093203,5108581,densify,garden,23.558399200439453,61.9040641784668
no_score_gate,6200,38.46451187133789,5097967,5093203,densify,garden,21.814271926879883,60.27878379821777
no_score_gate,6300,39.13216018676758,5105531,5097967,densify,garden,22.842079162597656,61.974239349365234
no_score_gate,6400,38.6710090637207,5104967,5105531,densify,garden,21.65795135498047,60.32896041870117
no_score_gate,6500,38.889278411865234,5101947,5104967,densify,garden,21.815391540527344,60.70466995239258
no_score_gate,6600,38.44095993041992,5100730,5101947,densify,garden,20.625408172607422,59.066368103027344
no_score_gate,6700,38.62527847290039,5094953,5100730,densify,garden,21.050207138061523,59.675485610961914
no_score_gate,6800,38.43142318725586,5100097,5094953,densify,garden,19.974464416503906,58.405887603759766
no_score_gate,6900,38.38566589355469,5097089,5100097,densify,garden,20.568063735961914,58.9537296295166
no_score_gate,7000,38.646976470947266,5092221,5097089,densify,garden,21.09542465209961,59.742401123046875
no_score_gate,7100,38.741729736328125,5088465,5092221,densify,garden,21.483583450317383,60.22531318664551
no_score_gate,7200,38.6453742980957,5082795,5088465,densify,garden,20.030784606933594,58.6761589050293
no_score_gate,7300,38.183937072753906,5077804,5082795,densify,garden,20.755456924438477,58.93939399719238
no_score_gate,7400,38.89971160888672,5077322,5077804,densify,garden,20.26598358154297,59.16569519042969
no_score_gate,7500,38.15116882324219,5072832,5077322,densify,garden,20.365184783935547,58.516353607177734
no_score_gate,7600,38.76249694824219,5073665,5072832,densify,garden,21.657440185546875,60.41993713378906
no_score_gate,7700,38.307838439941406,5070753,5073665,densify,garden,19.973087310791016,58.28092575073242
no_score_gate,7800,38.1583366394043,5069341,5070753,densify,garden,20.316959381103516,58.47529602050781
no_score_gate,7900,38.617183685302734,5069162,5069341,densify,garden,19.8143367767334,58.43152046203613
no_score_gate,8000,38.216705322265625,5063089,5069162,densify,garden,20.582399368286133,58.79910469055176
no_score_gate,8100,38.53583908081055,5059955,5063089,densify,garden,20.953439712524414,59.48927879333496
no_score_gate,8200,38.08153533935547,5058468,5059955,densify,garden,20.03968048095703,58.1212158203125
no_score_gate,8300,37.975040435791016,5053375,5058468,densify,garden,19.313440322875977,57.28848075866699
no_score_gate,8400,37.96684646606445,5052377,5053375,densify,garden,19.829696655273438,57.79654312133789
no_score_gate,8500,37.8263053894043,5047920,5052377,densify,garden,20.061439514160156,57.88774490356445
no_score_gate,8600,38.05696105957031,5042816,5047920,densify,garden,20.43187141418457,58.48883247375488
no_score_gate,8700,37.92588806152344,5040090,5042816,densify,garden,20.06835174560547,57.994239807128906
no_score_gate,8800,37.7815055847168,5034199,5040090,densify,garden,21.25721549987793,59.03872108459473
no_score_gate,8900,38.04355239868164,5031881,5034199,densify,garden,19.613792419433594,57.657344818115234
no_score_gate,9000,37.81635284423828,5028992,5031881,densify,garden,20.139007568359375,57.955360412597656
no_score_gate,9100,37.69561767578125,5024509,5028992,densify,garden,21.4968318939209,59.19244956970215
no_score_gate,9200,37.74668884277344,5028560,5024509,densify,garden,20.629472732543945,58.37616157531738
no_score_gate,9300,38.22079849243164,5028638,5028560,densify,garden,21.81939125061035,60.04018974304199
no_score_gate,9400,37.67398452758789,5027539,5028638,densify,garden,20.757503509521484,58.431488037109375
no_score_gate,9500,37.826560974121094,5027954,5027539,densify,garden,19.68435287475586,57.51091384887695
no_score_gate,9600,38.00297546386719,5022458,5027954,densify,garden,21.47123146057129,59.47420692443848
no_score_gate,9700,37.72428894042969,5023287,5022458,densify,garden,21.495807647705078,59.220096588134766
no_score_gate,9800,37.70163345336914,5019042,5023287,densify,garden,20.131839752197266,57.833473205566406
no_score_gate,9900,37.817344665527344,5016877,5019042,densify,garden,20.177919387817383,57.99526405334473
no_score_gate,10000,37.529598236083984,5016869,5016877,densify,garden,20.303808212280273,57.83340644836426
no_score_gate,10100,37.89593505859375,5016978,5016869,densify,garden,19.352832794189453,57.2487678527832
no_score_gate,10200,38.12131118774414,5015471,5016978,densify,garden,18.828447341918945,56.949758529663086
no_score_gate,10300,38.16825485229492,5016975,5015471,densify,garden,20.985023498535156,59.15327835083008
no_score_gate,10400,38.05174255371094,5012467,5016975,densify,garden,20.2589111328125,58.31065368652344
no_score_gate,10500,37.68339157104492,5013269,5012467,densify,garden,18.941951751708984,56.625343322753906
no_score_gate,10600,37.329566955566406,5009812,5013269,densify,garden,20.127840042114258,57.457406997680664
no_score_gate,10700,37.677886962890625,5010113,5009812,densify,garden,19.756223678588867,57.43411064147949
no_score_gate,10800,37.387264251708984,5006450,5010113,densify,garden,19.20204734802246,56.589311599731445
no_score_gate,10900,37.795806884765625,5002753,5006450,densify,garden,19.751808166503906,57.54761505126953
no_score_gate,11000,37.480350494384766,5000293,5002753,densify,garden,20.323423385620117,57.80377388000488
no_score_gate,11100,37.533504486083984,4996775,5000293,densify,garden,20.237472534179688,57.77097702026367
no_score_gate,11200,37.65555191040039,4994227,4996775,densify,garden,20.9182071685791,58.57375907897949
no_score_gate,11300,37.453697204589844,4989951,4994227,densify,garden,19.71811294555664,57.171810150146484
no_score_gate,11400,37.83808135986328,4985050,4989951,densify,garden,19.33283233642578,57.17091369628906
no_score_gate,11500,37.36467361450195,4980358,4985050,densify,garden,19.605695724487305,56.97036933898926
no_score_gate,11600,37.49478530883789,4975756,4980358,densify,garden,19.505151748657227,56.99993705749512
no_score_gate,11700,37.200897216796875,4968897,4975756,densify,garden,18.819072723388672,56.01996994018555
no_score_gate,11800,37.13625717163086,4965622,4968897,densify,garden,19.880895614624023,57.01715278625488
no_score_gate,11900,37.69558334350586,4964919,4965622,densify,garden,19.53913688659668,57.23472023010254
no_score_gate,12000,37.21830368041992,4962372,4964919,densify,garden,19.60652732849121,56.82483100891113
no_score_gate,12100,37.5200309753418,4964717,4962372,densify,garden,21.186912536621094,58.70694351196289
no_score_gate,12200,37.63113784790039,4975904,4964717,densify,garden,20.512767791748047,58.14390563964844
no_score_gate,12300,37.36403274536133,4979132,4975904,densify,garden,21.850112915039062,59.21414566040039
no_score_gate,12400,37.359615325927734,4979720,4979132,densify,garden,20.0581111907959,57.41772651672363
no_score_gate,12500,37.46585464477539,4974529,4979720,densify,garden,20.759679794311523,58.225534439086914
no_score_gate,12600,37.25619125366211,4970815,4974529,densify,garden,20.486143112182617,57.74233436584473
no_score_gate,12700,37.60230255126953,4968208,4970815,densify,garden,21.096160888671875,58.698463439941406
no_score_gate,12800,37.19392013549805,4968707,4968208,densify,garden,19.45916748046875,56.6530876159668
no_score_gate,12900,37.378273010253906,4965014,4968707,densify,garden,21.22332763671875,58.601600646972656
no_score_gate,13000,37.168128967285156,4960612,4965014,densify,garden,19.096576690673828,56.264705657958984
no_score_gate,13100,37.184513092041016,4961844,4960612,densify,garden,19.962879180908203,57.14739227294922
no_score_gate,13200,37.69548797607422,4957027,4961844,densify,garden,19.965951919555664,57.66143989562988
no_score_gate,13300,37.06556701660156,4951789,4957027,densify,garden,19.390623092651367,56.45619010925293
no_score_gate,13400,37.370880126953125,4956126,4951789,densify,garden,19.958784103393555,57.32966423034668
no_score_gate,13500,37.6360969543457,4951988,4956126,densify,garden,19.26348876953125,56.89958572387695
no_score_gate,13600,37.173248291015625,4947723,4951988,densify,garden,19.315711975097656,56.48896026611328
no_score_gate,13700,37.04832077026367,4946226,4947723,densify,garden,19.06073570251465,56.10905647277832
no_score_gate,13800,37.10940933227539,4941635,4946226,densify,garden,20.506975173950195,57.616384506225586
no_score_gate,13900,37.042240142822266,4938724,4941635,densify,garden,19.716224670410156,56.75846481323242
no_score_gate,14000,37.038753509521484,4937463,4938724,densify,garden,18.628704071044922,55.667457580566406
no_score_gate,14100,37.27462387084961,4935767,4937463,densify,garden,19.32054328918457,56.59516716003418
no_score_gate,14200,37.140480041503906,4932510,4935767,densify,garden,19.775487899780273,56.91596794128418
no_score_gate,14300,36.98380661010742,4927676,4932510,densify,garden,18.399232864379883,55.383039474487305
no_score_gate,14400,37.37257766723633,4925412,4927676,densify,garden,20.033599853515625,57.40617752075195
no_score_gate,14500,37.271488189697266,4921278,4925412,densify,garden,18.82956886291504,56.101057052612305
no_score_gate,14600,36.955265045166016,4916979,4921278,densify,garden,18.390047073364258,55.34531211853027
no_score_gate,14700,36.999168395996094,4916039,4916979,densify,garden,18.42585563659668,55.42502403259277
no_score_gate,14800,37.48566436767578,4910580,4916039,densify,garden,18.43814468383789,55.92380905151367
no_score_gate,14900,37.315582275390625,4909872,4910580,densify,garden,19.694591522216797,57.01017379760742
no_score_gate,18000,18.014976501464844,3993515,4909872,vcp_prune,garden,19.38764762878418,37.40262413024902
no_score_gate,21000,10.491904258728027,3904538,3993515,vcp_prune,garden,16.623615264892578,27.115519523620605
no_score_gate,600,174.0595245361328,137784,112627,densify,room,58.29017639160156,232.34970092773438
no_score_gate,700,5.299200057983398,183633,137784,densify,room,12.894207954406738,18.193408012390137
no_score_gate,800,5.522528171539307,230697,183633,densify,room,12.113920211791992,17.6364483833313
no_score_gate,900,6.060863971710205,282442,230697,densify,room,10.951871871948242,17.012735843658447
no_score_gate,1000,6.0938239097595215,345965,282442,densify,room,9.851903915405273,15.945727825164795
no_score_gate,1100,6.842368125915527,405838,345965,densify,room,11.364352226257324,18.20672035217285
no_score_gate,1200,25.92051124572754,466455,405838,densify,room,10.431360244750977,36.351871490478516
no_score_gate,1300,7.34003210067749,526446,466455,densify,room,9.415679931640625,16.755712032318115
no_score_gate,1400,7.771488189697266,590395,526446,densify,room,11.041791915893555,18.81328010559082
no_score_gate,1500,8.703968048095703,649094,590395,densify,room,10.248096466064453,18.952064514160156
no_score_gate,1600,8.996864318847656,712211,649094,densify,room,10.8755521774292,19.872416496276855
no_score_gate,1700,8.956928253173828,767127,712211,densify,room,10.35366439819336,19.310592651367188
no_score_gate,1800,9.428192138671875,825037,767127,densify,room,10.153023719787598,19.581215858459473
no_score_gate,1900,9.13526439666748,880229,825037,densify,room,11.117504119873047,20.252768516540527
no_score_gate,2000,11.868160247802734,930777,880229,densify,room,11.681599617004395,23.54975986480713
no_score_gate,2100,10.786687850952148,980806,930777,densify,room,9.922687530517578,20.709375381469727
no_score_gate,2200,11.173888206481934,1032895,980806,densify,room,11.034272193908691,22.208160400390625
no_score_gate,2300,10.967040061950684,1082565,1032895,densify,room,11.205632209777832,22.172672271728516
no_score_gate,2400,11.612000465393066,1120043,1082565,densify,room,11.634847640991211,23.246848106384277
no_score_gate,2500,12.317631721496582,1151676,1120043,densify,room,11.942655563354492,24.260287284851074
no_score_gate,2600,12.183168411254883,1191174,1151676,densify,room,12.250495910644531,24.433664321899414
no_score_gate,2700,12.422080039978027,1228333,1191174,densify,room,12.616767883300781,25.03884792327881
no_score_gate,2800,12.463104248046875,1258237,1228333,densify,room,11.517951965332031,23.981056213378906
no_score_gate,2900,13.492256164550781,1288989,1258237,densify,room,13.15225601196289,26.644512176513672
no_score_gate,3000,12.715007781982422,1318182,1288989,densify,room,12.294079780578613,25.009087562561035
no_score_gate,3100,12.442560195922852,1308422,1318182,densify,room,14.554976463317871,26.997536659240723
no_score_gate,3200,12.900704383850098,1317115,1308422,densify,room,13.50108814239502,26.401792526245117
no_score_gate,3300,12.931424140930176,1324681,1317115,densify,room,13.056927680969238,25.988351821899414
no_score_gate,3400,13.071359634399414,1336089,1324681,densify,room,11.476991653442383,24.548351287841797
no_score_gate,3500,12.533760070800781,1346595,1336089,densify,room,12.792703628540039,25.32646369934082
no_score_gate,3600,13.0447359085083,1353866,1346595,densify,room,12.110848426818848,25.15558433532715
no_score_gate,3700,12.698623657226562,1365017,1353866,densify,room,11.536383628845215,24.235007286071777
no_score_gate,3800,13.00271987915039,1378031,1365017,densify,room,11.968576431274414,24.971296310424805
no_score_gate,3900,12.755040168762207,1390113,1378031,densify,room,12.102432250976562,24.85747241973877
no_score_gate,4000,13.41113567352295,1397114,1390113,densify,room,11.907936096191406,25.319071769714355
no_score_gate,4100,12.88806438446045,1410161,1397114,densify,room,12.29651165008545,25.1845760345459
no_score_gate,4200,13.019136428833008,1418014,1410161,densify,room,12.318559646606445,25.337696075439453
no_score_gate,4300,13.257696151733398,1423883,1418014,densify,room,12.032032012939453,25.28972816467285
no_score_gate,4400,13.318143844604492,1437118,1423883,densify,room,11.552767753601074,24.870911598205566
no_score_gate,4500,13.100031852722168,1445356,1437118,densify,room,12.712960243225098,25.812992095947266
no_score_gate,4600,13.510016441345215,1449440,1445356,densify,room,11.94495964050293,25.454976081848145
no_score_gate,4700,13.066240310668945,1454356,1449440,densify,room,11.757568359375,24.823808670043945
no_score_gate,4800,13.389823913574219,1456978,1454356,densify,room,12.711935997009277,26.101759910583496
no_score_gate,4900,13.471648216247559,1460310,1456978,densify,room,11.828319549560547,25.299967765808105
no_score_gate,5000,13.317888259887695,1468340,1460310,densify,room,12.572928428649902,25.890816688537598
no_score_gate,5100,13.542240142822266,1475651,1468340,densify,room,12.303711891174316,25.845952033996582
no_score_gate,5200,14.112480163574219,1481539,1475651,densify,room,11.486175537109375,25.598655700683594
no_score_gate,5300,13.637632369995117,1486566,1481539,densify,room,11.54867172241211,25.186304092407227
no_score_gate,5400,13.456128120422363,1492742,1486566,densify,room,11.545856475830078,25.00198459625244
no_score_gate,5500,13.47481632232666,1498392,1492742,densify,room,11.8187837600708,25.29360008239746
no_score_gate,5600,13.583392143249512,1506378,1498392,densify,room,10.490079879760742,24.073472023010254
no_score_gate,5700,13.75055980682373,1508449,1506378,densify,room,10.592255592346191,24.342815399169922
no_score_gate,5800,14.545248031616211,1513074,1508449,densify,room,11.92841625213623,26.47366428375244
no_score_gate,5900,13.791935920715332,1510916,1513074,densify,room,11.243616104125977,25.03555202484131
no_score_gate,6000,13.594623565673828,1517781,1510916,densify,room,11.68876838684082,25.28339195251465
no_score_gate,6100,13.342720031738281,1507336,1517781,densify,room,13.401920318603516,26.744640350341797
no_score_gate,6200,14.204928398132324,1501213,1507336,densify,room,13.341695785522461,27.546624183654785
no_score_gate,6300,14.238719940185547,1495502,1501213,densify,room,12.65443229675293,26.893152236938477
no_score_gate,6400,13.545472145080566,1492493,1495502,densify,room,12.249088287353516,25.794560432434082
no_score_gate,6500,13.312000274658203,1487554,1492493,densify,room,11.753279685974121,25.065279960632324
no_score_gate,6600,13.724672317504883,1485886,1487554,densify,room,12.058624267578125,25.783296585083008
no_score_gate,6700,13.431872367858887,1482048,1485886,densify,room,12.258367538452148,25.690239906311035
no_score_gate,6800,13.689855575561523,1478618,1482048,densify,room,11.590656280517578,25.2805118560791
no_score_gate,6900,13.277983665466309,1478802,1478618,densify,room,10.711263656616211,23.98924732208252
no_score_gate,7000,12.99289608001709,1474211,1478802,densify,room,11.516927719116211,24.5098237991333
no_score_gate,7100,13.297792434692383,1472207,1474211,densify,room,11.928576469421387,25.22636890411377
no_score_gate,7200,13.360320091247559,1467566,1472207,densify,room,11.918335914611816,25.278656005859375
no_score_gate,7300,13.240415573120117,1467123,1467566,densify,room,10.772480010986328,24.012895584106445
no_score_gate,7400,13.432831764221191,1468360,1467123,densify,room,11.13804817199707,24.57087993621826
no_score_gate,7500,13.246463775634766,1474387,1468360,densify,room,11.639616012573242,24.886079788208008
no_score_gate,7600,13.636672019958496,1472417,1474387,densify,room,10.95680046081543,24.593472480773926
no_score_gate,7700,13.323616027832031,1474827,1472417,densify,room,11.062272071838379,24.38588809967041
no_score_gate,7800,13.446144104003906,1473686,1474827,densify,room,11.249600410461426,24.695744514465332
no_score_gate,7900,13.23033618927002,1472697,1473686,densify,room,11.534015655517578,24.764351844787598
no_score_gate,8000,14.172160148620605,1473200,1472697,densify,room,11.176959991455078,25.349120140075684
no_score_gate,8100,14.193375587463379,1473311,1473200,densify,room,10.871071815490723,25.0644474029541
no_score_gate,8200,13.826047897338867,1474442,1473311,densify,room,11.950783729553223,25.77683162689209
no_score_gate,8300,13.416447639465332,1469919,1474442,densify,room,11.18825626373291,24.604703903198242
no_score_gate,8400,13.529376029968262,1470175,1469919,densify,room,9.587712287902832,23.117088317871094
no_score_gate,8500,13.57414436340332,1472441,1470175,densify,room,11.017184257507324,24.591328620910645
no_score_gate,8600,13.094143867492676,1468348,1472441,densify,room,10.726335525512695,23.82047939300537
no_score_gate,8700,13.488127708435059,1466096,1468348,densify,room,10.893312454223633,24.38144016265869
no_score_gate,8800,13.261759757995605,1463762,1466096,densify,room,11.746208190917969,25.007967948913574
no_score_gate,8900,13.47379207611084,1464118,1463762,densify,room,10.31884765625,23.79263973236084
no_score_gate,9000,13.364319801330566,1463848,1464118,densify,room,10.841055870056152,24.20537567138672
no_score_gate,9100,13.468671798706055,1460912,1463848,densify,room,13.123583793640137,26.59225559234619
no_score_gate,9200,13.45638370513916,1458386,1460912,densify,room,12.184576034545898,25.64095973968506
no_score_gate,9300,13.384960174560547,1454292,1458386,densify,room,11.02131175994873,24.406271934509277
no_score_gate,9400,13.104479789733887,1449754,1454292,densify,room,11.573247909545898,24.677727699279785
no_score_gate,9500,12.781567573547363,1446812,1449754,densify,room,11.897472381591797,24.67903995513916
no_score_gate,9600,13.226816177368164,1442925,1446812,densify,room,10.98140811920166,24.208224296569824
no_score_gate,9700,12.97920036315918,1437481,1442925,densify,room,11.720704078674316,24.699904441833496
no_score_gate,9800,12.86246395111084,1435542,1437481,densify,room,11.905023574829102,24.76748752593994
no_score_gate,9900,13.140735626220703,1431511,1435542,densify,room,11.055359840393066,24.19609546661377
no_score_gate,10000,12.637184143066406,1428155,1431511,densify,room,11.092703819274902,23.72988796234131
no_score_gate,10100,13.27513599395752,1425988,1428155,densify,room,11.277312278747559,24.552448272705078
no_score_gate,10200,13.229056358337402,1421480,1425988,densify,room,12.030879974365234,25.259936332702637
no_score_gate,10300,13.014016151428223,1420894,1421480,densify,room,11.894720077514648,24.90873622894287
no_score_gate,10400,12.808128356933594,1416968,1420894,densify,room,11.050944328308105,23.8590726852417
