experiment,iteration,mutation_ms,n_gaussians_after,n_gaussians_before,operation,scene,score_ms,total_ms
gradient_only,13300,38.476768493652344,5032752,5037577,densify,garden,19.333152770996094,57.80992126464844
gradient_only,13400,37.88288116455078,5037415,5032752,densify,garden,20.137983322143555,58.020864486694336
gradient_only,13500,37.81836700439453,5033151,5037415,densify,garden,19.520511627197266,57.3388786315918
gradient_only,13600,37.87366485595703,5029513,5033151,densify,garden,19.335935592651367,57.2096004486084
gradient_only,13700,37.78355026245117,5028806,5029513,densify,garden,18.918399810791016,56.70195007324219
gradient_only,13800,38.142974853515625,5024204,5028806,densify,garden,20.767744064331055,58.91071891784668
gradient_only,13900,37.795841217041016,5020629,5024204,densify,garden,19.41913604736328,57.2149772644043
gradient_only,14000,38.60172653198242,5019578,5020629,densify,garden,18.750463485717773,57.352190017700195
gradient_only,14100,37.743614196777344,5019288,5019578,densify,garden,19.059711456298828,56.80332565307617
gradient_only,14200,38.07231903076172,5015517,5019288,densify,garden,19.86944007873535,57.94175910949707
gradient_only,14300,37.69839859008789,5010964,5015517,densify,garden,18.40768051147461,56.1060791015625
gradient_only,14400,38.86800003051758,5007952,5010964,densify,garden,20.212736129760742,59.08073616027832
gradient_only,14500,37.47737503051758,5004028,5007952,densify,garden,18.800640106201172,56.27801513671875
gradient_only,14600,37.43539047241211,4999692,5004028,densify,garden,18.28646469116211,55.72185516357422
gradient_only,14700,37.496768951416016,4998832,4999692,densify,garden,18.492191314697266,55.98896026611328
gradient_only,14800,37.4442253112793,4993471,4998832,densify,garden,18.625919342041016,56.07014465332031
gradient_only,14900,37.40982437133789,4993509,4993471,densify,garden,19.03308868408203,56.44291305541992
gradient_only,600,174.5858612060547,137806,112627,densify,room,59.79545593261719,234.38131713867188
gradient_only,700,5.534624099731445,183355,137806,densify,room,13.144160270690918,18.678784370422363
gradient_only,800,5.586048126220703,230689,183355,densify,room,10.995712280273438,16.58176040649414
gradient_only,900,5.782688140869141,281891,230689,densify,room,10.598560333251953,16.381248474121094
gradient_only,1000,6.253568172454834,345330,281891,densify,room,9.968640327453613,16.222208499908447
gradient_only,1100,6.682784080505371,404488,345330,densify,room,10.192895889282227,16.875679969787598
gradient_only,1200,22.116384506225586,464440,404488,densify,room,10.565631866455078,32.682016372680664
gradient_only,1300,8.431615829467773,523668,464440,densify,room,10.243071556091309,18.674687385559082
gradient_only,1400,8.044544219970703,587335,523668,densify,room,10.380288124084473,18.424832344055176
gradient_only,1500,7.8151679039001465,645677,587335,densify,room,9.923583984375,17.738751888275146
gradient_only,1600,9.151616096496582,707562,645677,densify,room,10.957440376281738,20.10905647277832
gradient_only,1700,9.93280029296875,761478,707562,densify,room,10.42739200592041,20.36019229888916
gradient_only,1800,9.53651237487793,818403,761478,densify,room,10.233856201171875,19.770368576049805
gradient_only,1900,11.210495948791504,872613,818403,densify,room,11.186304092407227,22.39680004119873
gradient_only,2000,10.904959678649902,921595,872613,densify,room,11.435839653015137,22.34079933166504
gradient_only,2100,11.490528106689453,970018,921595,densify,room,9.760704040527344,21.251232147216797
gradient_only,2200,10.968064308166504,1022524,970018,densify,room,11.603967666625977,22.57203197479248
gradient_only,2300,11.389951705932617,1070579,1022524,densify,room,11.323391914367676,22.713343620300293
gradient_only,2400,11.146495819091797,1108675,1070579,densify,room,11.458463668823242,22.60495948791504
gradient_only,2500,13.398015975952148,1142559,1108675,densify,room,12.201984405517578,25.600000381469727
gradient_only,2600,11.79257583618164,1181663,1142559,densify,room,12.0697603225708,23.86233615875244
gradient_only,2700,12.05247974395752,1218547,1181663,densify,room,12.768256187438965,24.820735931396484
gradient_only,2800,11.876192092895508,1250395,1218547,densify,room,11.442336082458496,23.318528175354004
gradient_only,2900,13.689632415771484,1283194,1250395,densify,room,12.927071571350098,26.616703987121582
gradient_only,3000,12.605440139770508,1314936,1283194,densify,room,12.444671630859375,25.050111770629883
gradient_only,3100,12.368895530700684,1305979,1314936,densify,room,14.897024154663086,27.26591968536377
gradient_only,3200,12.428288459777832,1315647,1305979,densify,room,13.500415802001953,25.928704261779785
gradient_only,3300,12.865535736083984,1323488,1315647,densify,room,12.403648376464844,25.269184112548828
gradient_only,3400,13.124992370605469,1336881,1323488,densify,room,11.422719955444336,24.547712326049805
gradient_only,3500,12.958047866821289,1349078,1336881,densify,room,12.52348804473877,25.48153591156006
gradient_only,3600,12.78172779083252,1358676,1349078,densify,room,11.988991737365723,24.770719528198242
gradient_only,3700,13.020159721374512,1372667,1358676,densify,room,11.63366413116455,24.653823852539062
gradient_only,3800,12.942079544067383,1388544,1372667,densify,room,11.884767532348633,24.826847076416016
gradient_only,3900,13.26153564453125,1400855,1388544,densify,room,12.064031600952148,25.3255672454834
gradient_only,4000,13.722240447998047,1410063,1400855,densify,room,12.100959777832031,25.823200225830078
gradient_only,4100,13.55673599243164,1424205,1410063,densify,room,12.548095703125,26.10483169555664
gradient_only,4200,14.774239540100098,1433237,1424205,densify,room,12.869695663452148,27.643935203552246
gradient_only,4300,13.239263534545898,1440244,1433237,densify,room,11.732671737670898,24.971935272216797
gradient_only,4400,13.308256149291992,1456273,1440244,densify,room,11.769856452941895,25.078112602233887
gradient_only,4500,13.908160209655762,1468117,1456273,densify,room,12.394495964050293,26.302656173706055
gradient_only,4600,13.505536079406738,1473315,1468117,densify,room,11.84665584564209,25.352191925048828
gradient_only,4700,14.37286376953125,1480759,1473315,densify,room,12.194815635681152,26.567679405212402
gradient_only,4800,13.56492805480957,1484270,1480759,densify,room,12.628992080688477,26.193920135498047
gradient_only,4900,13.579071998596191,1488753,1484270,densify,room,11.881664276123047,25.46073627471924
gradient_only,5000,13.331168174743652,1498681,1488753,densify,room,12.640288352966309,25.97145652770996
gradient_only,5100,13.840383529663086,1508983,1498681,densify,room,12.215295791625977,26.055679321289062
gradient_only,5200,13.584768295288086,1516043,1508983,densify,room,11.569120407104492,25.153888702392578
gradient_only,5300,13.587712287902832,1521880,1516043,densify,room,12.178112030029297,25.76582431793213
gradient_only,5400,13.569024085998535,1529516,1521880,densify,room,11.035648345947266,24.6046724319458
gradient_only,5500,13.798751831054688,1535782,1529516,densify,room,12.510208129882812,26.3089599609375
gradient_only,5600,14.301183700561523,1541916,1535782,densify,room,11.190112113952637,25.49129581451416
gradient_only,5700,13.835264205932617,1545312,1541916,densify,room,10.437631607055664,24.27289581298828
gradient_only,5800,13.90880012512207,1551391,1545312,densify,room,12.159040451049805,26.067840576171875
gradient_only,5900,13.775872230529785,1549217,1551391,densify,room,11.478879928588867,25.254752159118652
gradient_only,6000,13.801471710205078,1553936,1549217,densify,room,11.829248428344727,25.630720138549805
gradient_only,6100,13.851648330688477,1542502,1553936,densify,room,13.825023651123047,27.676671981811523
gradient_only,6200,13.897631645202637,1536561,1542502,densify,room,13.39897632598877,27.296607971191406
gradient_only,6300,13.629792213439941,1531839,1536561,densify,room,12.964863777160645,26.594655990600586
gradient_only,6400,13.881695747375488,1529092,1531839,densify,room,12.34329605102539,26.22499179840088
gradient_only,6500,13.775872230529785,1524350,1529092,densify,room,11.858943939208984,25.63481616973877
gradient_only,6600,13.690879821777344,1522524,1524350,densify,room,12.14463996887207,25.835519790649414
gradient_only,6700,13.425984382629395,1519429,1522524,densify,room,11.74937629699707,25.175360679626465
gradient_only,6800,13.389823913574219,1517406,1519429,densify,room,11.159551620483398,24.549375534057617
gradient_only,6900,13.650912284851074,1517397,1517406,densify,room,10.603551864624023,24.254464149475098
gradient_only,7000,13.554304122924805,1513640,1517397,densify,room,11.317631721496582,24.871935844421387
gradient_only,7100,13.386752128601074,1511536,1513640,densify,room,11.753472328186035,25.14022445678711
gradient_only,7200,13.746175765991211,1507279,1511536,densify,room,11.468799591064453,25.214975357055664
gradient_only,7300,13.467552185058594,1506554,1507279,densify,room,10.125568389892578,23.593120574951172
gradient_only,7400,13.509632110595703,1506210,1506554,densify,room,11.278335571289062,24.787967681884766
gradient_only,7500,13.612447738647461,1507102,1506210,densify,room,11.266048431396484,24.878496170043945
gradient_only,7600,13.510623931884766,1504865,1507102,densify,room,10.882399559020996,24.39302349090576
gradient_only,7700,13.513728141784668,1503562,1504865,densify,room,10.821632385253906,24.335360527038574
gradient_only,7800,13.425567626953125,1501955,1503562,densify,room,10.95689582824707,24.382463455200195
gradient_only,7900,13.675519943237305,1500796,1501955,densify,room,11.621376037597656,25.29689598083496
gradient_only,8000,13.160799980163574,1499102,1500796,densify,room,10.986495971679688,24.14729595184326
gradient_only,8100,14.172160148620605,1499260,1499102,densify,room,10.641056060791016,24.81321620941162
gradient_only,8200,13.764608383178711,1499419,1499260,densify,room,11.800479888916016,25.565088272094727
gradient_only,8300,13.836288452148438,1494825,1499419,densify,room,10.935968399047852,24.77225685119629
gradient_only,8400,13.425312042236328,1493016,1494825,densify,room,9.375103950500488,22.800415992736816
gradient_only,8500,14.560256004333496,1492963,1493016,densify,room,10.799103736877441,25.359359741210938
gradient_only,8600,13.488127708435059,1488333,1492963,densify,room,10.885120391845703,24.37324810028076
gradient_only,8700,13.639360427856445,1486185,1488333,densify,room,10.733887672424316,24.37324810028076
gradient_only,8800,13.201343536376953,1483358,1486185,densify,room,11.078720092773438,24.28006362915039
gradient_only,8900,13.619104385375977,1483695,1483358,densify,room,10.585375785827637,24.204480171203613
gradient_only,9000,13.029312133789062,1482042,1483695,densify,room,10.66921615600586,23.698528289794922
gradient_only,9100,13.361248016357422,1478357,1482042,densify,room,12.577792167663574,25.939040184020996
gradient_only,9200,13.36524772644043,1475311,1478357,densify,room,12.055551528930664,25.420799255371094
gradient_only,9300,13.213664054870605,1471008,1475311,densify,room,10.992863655090332,24.206527709960938
gradient_only,9400,13.041664123535156,1467027,1471008,densify,room,10.976256370544434,24.01792049407959
gradient_only,9500,13.612704277038574,1463916,1467027,densify,room,11.881823539733887,25.49452781677246
gradient_only,9600,13.069215774536133,1460023,1463916,densify,room,10.513664245605469,23.5828800201416
gradient_only,9700,12.838912010192871,1454393,1460023,densify,room,11.654144287109375,24.493056297302246
gradient_only,9800,13.229056358337402,1452965,1454393,densify,room,11.407360076904297,24.6364164352417
gradient_only,9900,13.557760238647461,1448885,1452965,densify,room,10.333184242248535,23.890944480895996
gradient_only,10000,13.803520202636719,1446134,1448885,densify,room,10.92300796508789,24.72652816772461
gradient_only,10100,13.202655792236328,1443834,1446134,densify,room,11.130911827087402,24.33356761932373
gradient_only,10200,13.56383991241455,1439591,1443834,densify,room,11.84160041809082,25.40544033050537
gradient_only,10300,14.01740837097168,1439029,1439591,densify,room,11.622143745422363,25.639552116394043
gradient_only,10400,13.3221435546875,1434964,1439029,densify,room,11.258975982666016,24.581119537353516
gradient_only,10500,13.048735618591309,1431903,1434964,densify,room,11.118656158447266,24.167391777038574
gradient_only,10600,13.344767570495605,1433743,1431903,densify,room,10.693632125854492,24.038399696350098
gradient_only,10700,12.971936225891113,1430671,1433743,densify,room,10.87007999420166,23.842016220092773
gradient_only,10800,13.360063552856445,1429278,1430671,densify,room,10.354751586914062,23.714815139770508
gradient_only,10900,13.094911575317383,1426496,1429278,densify,room,10.859519958496094,23.954431533813477
gradient_only,11000,12.989439964294434,1424835,1426496,densify,room,10.89510440826416,23.884544372558594
gradient_only,11100,12.749855995178223,1421706,1424835,densify,room,10.480544090270996,23.23040008544922
gradient_only,11200,12.816384315490723,1419180,1421706,densify,room,10.846207618713379,23.6625919342041
gradient_only,11300,12.951519966125488,1415463,1419180,densify,room,11.120832443237305,24.072352409362793
gradient_only,11400,12.67199993133545,1414507,1415463,densify,room,11.067232131958008,23.739232063293457
gradient_only,11500,12.361824035644531,1413862,1414507,densify,room,10.896127700805664,23.257951736450195
gradient_only,11600,12.876799583435059,1411256,1413862,densify,room,10.472672462463379,23.349472045898438
gradient_only,11700,13.112319946289062,1408808,1411256,densify,room,12.834815979003906,25.94713592529297
gradient_only,11800,12.677215576171875,1405333,1408808,densify,room,10.396672248840332,23.073887825012207
gradient_only,11900,13.174783706665039,1404519,1405333,densify,room,10.613759994506836,23.788543701171875
gradient_only,12000,12.676095962524414,1404350,1404519,densify,room,11.191295623779297,23.86739158630371
gradient_only,12100,12.904447555541992,1403684,1404350,densify,room,11.612959861755371,24.517407417297363
gradient_only,12200,12.929023742675781,1402600,1403684,densify,room,11.470848083496094,24.399871826171875
gradient_only,12300,12.595199584960938,1400638,1402600,densify,room,10.974047660827637,23.569247245788574
gradient_only,12400,13.036383628845215,1397760,1400638,densify,room,11.206975936889648,24.243359565734863
gradient_only,12500,12.492032051086426,1395244,1397760,densify,room,11.544447898864746,24.036479949951172
gradient_only,12600,13.124608039855957,1394731,1395244,densify,room,11.275039672851562,24.39964771270752
gradient_only,12700,12.892383575439453,1391295,1394731,densify,room,10.990592002868652,23.882975578308105
gradient_only,12800,12.689087867736816,1388945,1391295,densify,room,10.734911918640137,23.423999786376953
gradient_only,12900,12.85324764251709,1387808,1388945,densify,room,10.720959663391113,23.574207305908203
gradient_only,13000,13.499263763427734,1385149,1387808,densify,room,11.829376220703125,25.32863998413086
gradient_only,13100,12.78166389465332,1383103,1385149,densify,room,11.225088119506836,24.006752014160156
gradient_only,13200,12.660736083984375,1379930,1383103,densify,room,10.828800201416016,23.48953628540039
gradient_only,13300,12.7291841506958,1378055,1379930,densify,room,10.711935997009277,23.441120147705078
gradient_only,13400,13.289567947387695,1375699,1378055,densify,room,10.43660831451416,23.726176261901855
gradient_only,13500,12.746912002563477,1373410,1375699,densify,room,11.03542423248291,23.782336235046387
gradient_only,13600,12.943360328674316,1371213,1373410,densify,room,11.935744285583496,24.879104614257812
gradient_only,13700,12.867263793945312,1368599,1371213,densify,room,10.881343841552734,23.748607635498047
gradient_only,13800,13.349599838256836,1367596,1368599,densify,room,10.410271644592285,23.75987148284912
gradient_only,13900,13.295807838439941,1366622,1367596,densify,room,10.675104141235352,23.970911979675293
gradient_only,14000,12.782624244689941,1365263,1366622,densify,room,10.236607551574707,23.01923179626465
gradient_only,14100,12.685152053833008,1362652,1365263,densify,room,10.173600196838379,22.858752250671387
gradient_only,14200,12.755871772766113,1360450,1362652,densify,room,10.54422378540039,23.300095558166504
gradient_only,14300,13.1778564453125,1358387,1360450,densify,room,11.143936157226562,24.321792602539062
gradient_only,14400,13.088768005371094,1355634,1358387,densify,room,11.032575607299805,24.1213436126709
gradient_only,14500,13.170368194580078,1354460,1355634,densify,room,10.685759544372559,23.856127738952637
gradient_only,14600,12.630751609802246,1352221,1354460,densify,room,10.283295631408691,22.914047241210938
gradient_only,14700,12.700736045837402,1350006,1352221,densify,room,10.338303565979004,23.039039611816406
gradient_only,14800,12.414976119995117,1347834,1350006,densify,room,11.171839714050293,23.58681583404541
gradient_only,14900,12.497920036315918,1345613,1347834,densify,room,10.378239631652832,22.87615966796875
compact_bbox,600,112.42086029052734,63137,54275,densify,bicycle,42.22361755371094,154.64447784423828
compact_bbox,700,36.698848724365234,77266,63137,densify,bicycle,12.55840015411377,49.257248878479004
compact_bbox,800,4.655104160308838,95982,77266,densify,bicycle,14.635904312133789,19.291008472442627
compact_bbox,900,6.460415840148926,114324,95982,densify,bicycle,11.817791938781738,18.278207778930664
compact_bbox,1000,5.690368175506592,134261,114324,densify,bicycle,13.425663948059082,19.116032123565674
compact_bbox,1100,5.028800010681152,159391,134261,densify,bicycle,11.02956771850586,16.05836772918701
compact_bbox,1200,5.893280029296875,184197,159391,densify,bicycle,10.274815559387207,16.168095588684082
compact_bbox,1300,6.52294397354126,203687,184197,densify,bicycle,10.515456199645996,17.038400173187256
compact_bbox,1400,5.882976055145264,231907,203687,densify,bicycle,12.190912246704102,18.073888301849365
compact_bbox,1500,5.569536209106445,253040,231907,densify,bicycle,9.989312171936035,15.55884838104248
compact_bbox,1600,25.55196762084961,285506,253040,densify,bicycle,10.743807792663574,36.295775413513184
compact_bbox,1700,7.577663898468018,314841,285506,densify,bicycle,10.865663528442383,18.4433274269104
compact_bbox,1800,7.085055828094482,351689,314841,densify,bicycle,10.698752403259277,17.78380823135376
compact_bbox,1900,6.473536014556885,376480,351689,densify,bicycle,12.1527681350708,18.626304149627686
compact_bbox,2000,6.68671989440918,403523,376480,densify,bicycle,10.448896408081055,17.135616302490234
compact_bbox,2100,6.702271938323975,431061,403523,densify,bicycle,11.155455589294434,17.857727527618408
compact_bbox,2200,7.407423973083496,458213,431061,densify,bicycle,11.631808280944824,19.03923225402832
compact_bbox,2300,6.938623905181885,489357,458213,densify,bicycle,11.796480178833008,18.735104084014893
compact_bbox,2400,6.776063919067383,518121,489357,densify,bicycle,11.949760437011719,18.7258243560791
compact_bbox,2500,7.543903827667236,553403,518121,densify,bicycle,11.124640464782715,18.66854429244995
compact_bbox,2600,8.279040336608887,588146,553403,densify,bicycle,11.839232444763184,20.11827278137207
compact_bbox,2700,7.664639949798584,618907,588146,densify,bicycle,12.477439880371094,20.142079830169678
compact_bbox,2800,7.967743873596191,644958,618907,densify,bicycle,11.36518383026123,19.332927703857422
compact_bbox,2900,9.762016296386719,670974,644958,densify,bicycle,12.296031951904297,22.058048248291016
compact_bbox,3000,9.218048095703125,700571,670974,densify,bicycle,12.399616241455078,21.617664337158203
compact_bbox,3100,8.696831703186035,707442,700571,densify,bicycle,16.243711471557617,24.940543174743652
compact_bbox,3200,8.7225923538208,741182,707442,densify,bicycle,16.200767517089844,24.923359870910645
compact_bbox,3300,9.035776138305664,760182,741182,densify,bicycle,13.725567817687988,22.761343955993652
compact_bbox,3400,9.614336013793945,791699,760182,densify,bicycle,14.258848190307617,23.873184204101562
compact_bbox,3500,9.103360176086426,817238,791699,densify,bicycle,14.147583961486816,23.250944137573242
compact_bbox,3600,9.371871948242188,847928,817238,densify,bicycle,14.762016296386719,24.133888244628906
compact_bbox,3700,10.284031867980957,865180,847928,densify,bicycle,15.232000350952148,25.516032218933105
compact_bbox,3800,9.577471733093262,891800,865180,densify,bicycle,15.060992240905762,24.638463973999023
compact_bbox,3900,10.059455871582031,924710,891800,densify,bicycle,14.764351844787598,24.82380771636963
compact_bbox,4000,9.836607933044434,950898,924710,densify,bicycle,13.899776458740234,23.736384391784668
compact_bbox,4100,9.975872039794922,973620,950898,densify,bicycle,15.126688003540039,25.10256004333496
compact_bbox,4200,14.516575813293457,998660,973620,densify,bicycle,15.848447799682617,30.365023612976074
compact_bbox,4300,10.19603157043457,1004840,998660,densify,bicycle,14.595871925354004,24.791903495788574
compact_bbox,4400,10.233983993530273,1028626,1004840,densify,bicycle,13.768704414367676,24.00268840789795
compact_bbox,4500,10.429471969604492,1045455,1028626,densify,bicycle,13.931296348571777,24.36076831817627
compact_bbox,4600,11.259743690490723,1055799,1045455,densify,bicycle,14.885024070739746,26.14476776123047
compact_bbox,4700,11.100895881652832,1066689,1055799,densify,bicycle,14.564640045166016,25.665535926818848
compact_bbox,4800,11.19923210144043,1079194,1066689,densify,bicycle,15.492351531982422,26.69158363342285
compact_bbox,4900,10.934144020080566,1104849,1079194,densify,bicycle,14.177120208740234,25.1112642288208
compact_bbox,5000,11.48624038696289,1116932,1104849,densify,bicycle,15.060992240905762,26.547232627868652
compact_bbox,5100,10.887040138244629,1126979,1116932,densify,bicycle,13.550399780273438,24.437439918518066
compact_bbox,5200,11.212800025939941,1133196,1126979,densify,bicycle,14.0513277053833,25.264127731323242
compact_bbox,5300,12.125184059143066,1155968,1133196,densify,bicycle,14.17420768737793,26.299391746520996
compact_bbox,5400,11.273216247558594,1163766,1155968,densify,bicycle,14.195712089538574,25.468928337097168
compact_bbox,5500,11.535360336303711,1173882,1163766,densify,bicycle,14.345215797424316,25.880576133728027
compact_bbox,5600,11.544575691223145,1191237,1173882,densify,bicycle,13.89568042755127,25.440256118774414
compact_bbox,5700,11.742207527160645,1206674,1191237,densify,bicycle,13.830143928527832,25.572351455688477
compact_bbox,5800,11.531231880187988,1221074,1206674,densify,bicycle,13.391776084899902,24.92300796508789
compact_bbox,5900,12.601344108581543,1232605,1221074,densify,bicycle,15.45206356048584,28.053407669067383
compact_bbox,6000,12.219327926635742,1249347,1232605,densify,bicycle,13.630528450012207,25.84985637664795
compact_bbox,6100,11.818207740783691,1246410,1249347,densify,bicycle,18.372608184814453,30.190815925598145
compact_bbox,6200,11.819040298461914,1256565,1246410,densify,bicycle,17.82784080505371,29.646881103515625
compact_bbox,6300,12.069696426391602,1273129,1256565,densify,bicycle,17.09382438659668,29.16352081298828
compact_bbox,6400,13.146431922912598,1290202,1273129,densify,bicycle,17.3701114654541,30.5165433883667
compact_bbox,6500,12.24294376373291,1298217,1290202,densify,bicycle,15.500127792358398,27.74307155609131
compact_bbox,6600,12.278783798217773,1317012,1298217,densify,bicycle,16.78643226623535,29.065216064453125
compact_bbox,6700,13.077312469482422,1320223,1317012,densify,bicycle,15.15817642211914,28.235488891601562
compact_bbox,6800,13.309823989868164,1332064,1320223,densify,bicycle,16.676992416381836,29.98681640625
compact_bbox,6900,12.378368377685547,1336493,1332064,densify,bicycle,15.683296203613281,28.061664581298828
compact_bbox,7000,13.01734447479248,1339959,1336493,densify,bicycle,15.509504318237305,28.526848793029785
compact_bbox,7100,12.514016151428223,1343677,1339959,densify,bicycle,14.75715160369873,27.271167755126953
compact_bbox,7200,12.75596809387207,1350999,1343677,densify,bicycle,15.838208198547363,28.594176292419434
compact_bbox,7300,13.741056442260742,1364104,1350999,densify,bicycle,15.944704055786133,29.685760498046875
compact_bbox,7400,13.003487586975098,1377381,1364104,densify,bicycle,17.22185516357422,30.225342750549316
compact_bbox,7500,12.6627197265625,1389228,1377381,densify,bicycle,16.088096618652344,28.750816345214844
compact_bbox,7600,13.625344276428223,1399061,1389228,densify,bicycle,16.96143913269043,30.586783409118652
compact_bbox,7700,13.243391990661621,1404704,1399061,densify,bicycle,15.845376014709473,29.088768005371094
compact_bbox,7800,12.867775917053223,1408942,1404704,densify,bicycle,16.05504035949707,28.922816276550293
compact_bbox,7900,12.86143970489502,1421694,1408942,densify,bicycle,15.255200386047363,28.116640090942383
compact_bbox,8000,12.818431854248047,1431963,1421694,densify,bicycle,16.326656341552734,29.14508819580078
compact_bbox,8100,12.800000190734863,1433721,1431963,densify,bicycle,15.053695678710938,27.8536958694458
compact_bbox,8200,13.25376033782959,1445262,1433721,densify,bicycle,15.178848266601562,28.432608604431152
compact_bbox,8300,13.220864295959473,1449567,1445262,densify,bicycle,15.776512145996094,28.997376441955566
compact_bbox,8400,12.838912010192871,1455987,1449567,densify,bicycle,14.605952262878418,27.44486427307129
compact_bbox,8500,13.189120292663574,1467924,1455987,densify,bicycle,15.232000350952148,28.421120643615723
compact_bbox,8600,13.919168472290039,1476991,1467924,densify,bicycle,15.426624298095703,29.345792770385742
compact_bbox,8700,13.306879997253418,1482477,1476991,densify,bicycle,15.723520278930664,29.030400276184082
compact_bbox,8800,13.567935943603516,1490328,1482477,densify,bicycle,14.568511962890625,28.13644790649414
compact_bbox,8900,13.25267219543457,1494581,1490328,densify,bicycle,15.458304405212402,28.710976600646973
compact_bbox,9000,13.583359718322754,1503642,1494581,densify,bicycle,14.27558422088623,27.858943939208984
compact_bbox,9100,13.467616081237793,1503189,1503642,densify,bicycle,18.96348762512207,32.43110370635986
compact_bbox,9200,13.342464447021484,1505991,1503189,densify,bicycle,18.181440353393555,31.52390480041504
compact_bbox,9300,13.36832046508789,1510983,1505991,densify,bicycle,17.785856246948242,31.154176712036133
compact_bbox,9400,13.68883228302002,1512588,1510983,densify,bicycle,17.679359436035156,31.368191719055176
compact_bbox,9500,13.200287818908691,1512812,1512588,densify,bicycle,16.40239906311035,29.602686882019043
compact_bbox,9600,13.936639785766602,1511949,1512812,densify,bicycle,15.995903968811035,29.932543754577637
compact_bbox,9700,13.492416381835938,1512569,1511949,densify,bicycle,15.962112426757812,29.45452880859375
compact_bbox,9800,14.651488304138184,1517635,1512569,densify,bicycle,16.95145606994629,31.602944374084473
compact_bbox,9900,13.514752388000488,1528583,1517635,densify,bicycle,15.714303970336914,29.229056358337402
compact_bbox,10000,13.583040237426758,1530141,1528583,densify,bicycle,16.702783584594727,30.285823822021484
compact_bbox,10100,13.788352012634277,1540667,1530141,densify,bicycle,15.732383728027344,29.52073574066162
compact_bbox,10200,13.45747184753418,1547109,1540667,densify,bicycle,17.71023941040039,31.16771125793457
compact_bbox,10300,13.638655662536621,1548389,1547109,densify,bicycle,16.45395278930664,30.09260845184326
compact_bbox,10400,13.454336166381836,1548837,1548389,densify,bicycle,15.371264457702637,28.825600624084473
compact_bbox,10500,13.428768157958984,1557364,1548837,densify,bicycle,16.602336883544922,30.031105041503906
compact_bbox,10600,13.821951866149902,1564565,1557364,densify,bicycle,17.579008102416992,31.400959968566895
compact_bbox,10700,13.504192352294922,1564322,1564565,densify,bicycle,15.067359924316406,28.571552276611328
compact_bbox,10800,13.726079940795898,1565583,1564322,densify,bicycle,16.669471740722656,30.395551681518555
compact_bbox,10900,13.777759552001953,1570731,1565583,densify,bicycle,16.266399383544922,30.044158935546875
compact_bbox,11000,13.873120307922363,1578667,1570731,densify,bicycle,16.204832077026367,30.07795238494873
compact_bbox,11100,13.846528053283691,1582639,1578667,densify,bicycle,16.61337661743164,30.459904670715332
compact_bbox,11200,14.056447982788086,1588486,1582639,densify,bicycle,15.48476791381836,29.541215896606445
compact_bbox,11300,13.798399925231934,1594328,1588486,densify,bicycle,15.078399658203125,28.87679958343506
compact_bbox,11400,13.955072402954102,1598389,1594328,densify,bicycle,15.921152114868164,29.876224517822266
compact_bbox,11500,14.520319938659668,1603427,1598389,densify,bicycle,15.583231925964355,30.103551864624023
compact_bbox,11600,14.042112350463867,1608823,1603427,densify,bicycle,17.47020721435547,31.512319564819336
compact_bbox,11700,14.030719757080078,1610290,1608823,densify,bicycle,15.757439613342285,29.788159370422363
compact_bbox,11800,14.015456199645996,1610204,1610290,densify,bicycle,15.929375648498535,29.94483184814453
compact_bbox,11900,13.85484790802002,1617730,1610204,densify,bicycle,17.05881690979004,30.91366481781006
compact_bbox,12000,13.933247566223145,1616366,1617730,densify,bicycle,16.078144073486328,30.011391639709473
compact_bbox,12100,13.890591621398926,1614597,1616366,densify,bicycle,19.20921516418457,33.099806785583496
compact_bbox,12200,14.247136116027832,1616691,1614597,densify,bicycle,18.380800247192383,32.627936363220215
compact_bbox,12300,14.298239707946777,1624366,1616691,densify,bicycle,17.738752365112305,32.03699207305908
compact_bbox,12400,14.351360321044922,1630504,1624366,densify,bicycle,18.407264709472656,32.75862503051758
compact_bbox,12500,14.514047622680664,1639312,1630504,densify,bicycle,18.21299171447754,32.7270393371582
compact_bbox,12600,14.258975982666016,1647267,1639312,densify,bicycle,19.05174446105957,33.310720443725586
compact_bbox,12700,14.683775901794434,1645499,1647267,densify,bicycle,16.53696060180664,31.220736503601074
compact_bbox,12800,14.398336410522461,1649060,1645499,densify,bicycle,17.1910400390625,31.58937644958496
compact_bbox,12900,14.728192329406738,1654555,1649060,densify,bicycle,16.039936065673828,30.768128395080566
compact_bbox,13000,14.223199844360352,1663597,1654555,densify,bicycle,17.422176361083984,31.645376205444336
compact_bbox,13100,14.811136245727539,1665669,1663597,densify,bicycle,16.524288177490234,31.335424423217773
compact_bbox,13200,15.161215782165527,1670947,1665669,densify,bicycle,16.58790397644043,31.749119758605957
compact_bbox,13300,14.749312400817871,1673059,1670947,densify,bicycle,17.53398323059082,32.28329563140869
compact_bbox,13400,14.579456329345703,1676513,1673059,densify,bicycle,16.12928009033203,30.708736419677734
compact_bbox,13500,15.563008308410645,1679377,1676513,densify,bicycle,17.70403289794922,33.26704120635986
compact_bbox,13600,14.663680076599121,1681651,1679377,densify,bicycle,17.107967376708984,31.771647453308105
compact_bbox,13700,15.119744300842285,1680705,1681651,densify,bicycle,16.751615524291992,31.871359825134277
