backward_ms,experiment,iteration,n_buckets,n_gaussians,n_instances,render_ms,rgb_loss_ms,scene,total_ms
7.929984092712402,full,19500,77687,2575273,2383952,1.5295679569244385,0.42393600940704346,garden,9.883488059043884
7.283711910247803,full,20000,66335,2575273,2021480,1.2902400493621826,0.42393600940704346,garden,8.997887969017029
7.517183780670166,full,20500,70199,2575273,2145517,1.397760033607483,0.42291200160980225,garden,9.337855815887451
7.36352014541626,full,21000,67739,2540508,2066353,1.3262399435043335,0.42313599586486816,garden,9.112896084785461
7.457791805267334,full,21500,67884,2540508,2071396,1.4120960235595703,0.4259839951992035,garden,9.295871824026108
7.584767818450928,full,22000,75839,2540508,2324638,1.4141440391540527,0.4280320107936859,garden,9.426943868398666
7.269567966461182,full,22500,67648,2540508,2063704,1.3116799592971802,0.4280320107936859,garden,9.009279936552048
7.279520034790039,full,23000,67612,2540508,2063030,1.3209600448608398,0.4219839870929718,garden,9.02246406674385
0.8048639893531799,full,500,13424,112627,315150,1.0166399478912354,0.5375999808311462,room,2.3591039180755615
0.8691840171813965,full,1000,14751,222246,371363,0.7014399766921997,0.4394879937171936,room,2.01011198759079
2.2067201137542725,full,1500,34093,333335,987698,0.7898560166358948,0.7287359833717346,room,3.725312113761902
1.8944000005722046,full,2000,34615,425032,1004689,0.8772159814834595,0.4433920085430145,room,3.2150079905986786
2.221343994140625,full,2500,38159,483234,1115111,0.9358400106430054,0.44223999977111816,room,3.5994240045547485
2.1125121116638184,full,3000,27578,527471,780639,0.8304640054702759,0.43727999925613403,room,3.3802561163902283
2.2199039459228516,full,3500,26477,552800,745387,0.8028159737586975,0.4445439875125885,room,3.4672639071941376
2.555903911590576,full,4000,32325,572847,931089,0.8393279910087585,0.4413439929485321,room,3.836575895547867
2.5218560695648193,full,4500,31367,585542,898420,0.8006079792976379,0.4395520091056824,room,3.7620160579681396
2.5026559829711914,full,5000,32110,591570,923661,0.8734719753265381,0.43929600715637207,room,3.8154239654541016
2.5825281143188477,full,5500,34411,593458,998334,0.7953919768333435,0.4413439929485321,room,3.8192640841007233
2.5479040145874023,full,6000,33720,590712,976204,0.7895039916038513,0.4413439929485321,room,3.7787519991397858
2.415616035461426,full,6500,31512,589153,905955,0.7543359994888306,0.4403199851512909,room,3.6102720201015472
2.6900479793548584,full,7000,43219,584941,1278395,0.914080023765564,0.4433920085430145,room,4.047520011663437
2.0776960849761963,full,7500,24744,587198,687377,0.7147520184516907,0.4413439929485321,room,3.233792096376419
2.0541439056396484,full,8000,20653,593785,556252,0.6542080044746399,0.4413439929485321,room,3.1496959030628204
2.0447680950164795,full,8500,23170,593529,640645,0.6324800252914429,0.4394559860229492,room,3.1167041063308716
2.4219839572906494,full,9000,34320,594502,993200,0.8162559866905212,0.4371199905872345,room,3.675359934568405
2.264928102493286,full,9500,29904,594247,854768,0.737663984298706,0.4411199986934662,room,3.4437120854854584
2.708479881286621,full,10000,43917,594170,1302225,0.8499199748039246,0.4423680007457733,room,4.000767856836319
2.850464105606079,full,10500,44623,594382,1323529,0.8468480110168457,0.43862399458885193,room,4.135936111211777
2.63702392578125,full,11000,37893,595238,1108186,0.7454720139503479,0.43830400705337524,room,3.820799946784973
1.9466240406036377,full,11500,21475,596579,585683,0.5806080102920532,0.43724799156188965,room,2.9644800424575806
2.7578558921813965,full,12000,37727,597073,1103937,0.7651200294494629,0.44012799859046936,room,3.9631039202213287
2.7740159034729004,full,12500,42241,602886,1247873,0.834559977054596,0.4423680007457733,room,4.05094388127327
2.64630389213562,full,13000,38352,603300,1123169,0.7772160172462463,0.43929600715637207,room,3.8628159165382385
2.080735921859741,full,13500,25800,601058,723834,0.6142399907112122,0.43830400705337524,room,3.1332799196243286
2.813663959503174,full,14000,45371,598464,1346612,0.8731200098991394,0.4376319944858551,room,4.124415963888168
2.6610240936279297,full,14500,43120,602317,1275952,0.8396160006523132,0.4416959881782532,room,3.942336082458496
2.1227519512176514,full,15000,26641,604503,749659,0.6871039867401123,0.4403199851512909,room,3.2501759231090546
2.007040023803711,full,15500,26777,604503,755095,0.6696959733963013,0.43724799156188965,room,3.113983988761902
2.692064046859741,full,16000,42051,604503,1243111,0.8775680065155029,0.4424000084400177,room,4.012032061815262
2.4596478939056396,full,16500,37181,604503,1086947,0.8202239871025085,0.43929600715637207,room,3.7191678881645203
2.040832042694092,full,17000,24931,604503,693882,0.6696959733963013,0.43827199935913086,room,3.148800015449524
2.556960105895996,full,17500,43266,604503,1279633,0.8284159898757935,0.4403199851512909,room,3.8256960809230804
2.3581759929656982,full,18000,41893,508986,1236176,0.8031039834022522,0.4421760141849518,room,3.603455990552902
2.1862399578094482,full,18500,32566,508986,937238,0.7362560033798218,0.43827199935913086,room,3.360767960548401
2.3408639430999756,full,19000,37063,508986,1082166,0.8076480031013489,0.43827199935913086,room,3.5867839455604553
2.170815944671631,full,19500,35791,508986,1041827,0.7789440155029297,0.4414080083370209,room,3.3911679685115814
2.0480000972747803,full,20000,29622,508986,844165,0.7239680290222168,0.43724799156188965,room,3.2092161178588867
1.9118080139160156,full,20500,25132,508986,699836,0.657151997089386,0.43827199935913086,room,3.0072320103645325
2.092672109603882,full,21000,29907,498035,853791,0.6695039868354797,0.44064000248908997,room,3.2028160989284515
2.391040086746216,full,21500,43407,498035,1286371,0.8325120210647583,0.43929600715637207,room,3.662848114967346
1.7244160175323486,full,22000,23299,498035,639502,0.9789119958877563,0.43724799156188965,room,3.1405760049819946
2.7852160930633545,full,22500,25731,498035,722256,0.6799359917640686,0.4373120069503784,room,3.9024640917778015
2.274303913116455,full,23000,35747,498035,1039542,0.7566400170326233,0.4403199851512909,room,3.4712639153003693
0.9390079975128174,no_score_gate,500,15727,54275,398504,0.7198079824447632,0.5744640231132507,bicycle,2.2332800030708313
1.018880009651184,no_score_gate,1000,18812,213705,495657,0.532480001449585,0.4352000057697296,bicycle,1.9865600168704987
2.0273919105529785,no_score_gate,1500,27077,565041,762755,0.7208960056304932,0.436352014541626,bicycle,3.1846399307250977
2.9378559589385986,no_score_gate,2000,34480,962506,1002648,0.9041919708251953,0.44646400213241577,bicycle,4.28851193189621
3.763200044631958,no_score_gate,2500,29705,1318318,846751,0.9821760058403015,0.443231999874115,bicycle,5.1886080503463745
4.45849609375,no_score_gate,3000,36355,1604270,1059774,1.006592035293579,0.43929600715637207,bicycle,5.904384136199951
5.63097620010376,no_score_gate,3500,45477,1795349,1350771,1.3352960348129272,0.44441598653793335,bicycle,7.41068822145462
5.764095783233643,no_score_gate,4000,41957,1992585,1238247,1.1651519536972046,0.44124799966812134,bicycle,7.3704957365989685
6.1235198974609375,no_score_gate,4500,40703,2148289,1200153,1.2316800355911255,0.447488009929657,bicycle,7.80268794298172
6.302720069885254,no_score_gate,5000,35115,2278682,1017288,1.2840960025787354,0.44646400213241577,bicycle,8.033280074596405
6.057983875274658,no_score_gate,5500,42332,2398970,1250697,1.0342400074005127,0.4423680007457733,bicycle,7.534591883420944
6.747136116027832,no_score_gate,6000,47372,2487969,1412529,1.070464015007019,0.4389120042324066,bicycle,8.256512135267258
7.175519943237305,no_score_gate,6500,61664,2557281,1870354,1.3014719486236572,0.4433920085430145,bicycle,8.920383900403976
6.191103935241699,no_score_gate,7000,36662,2612880,1069229,1.0782719850540161,0.4413439929485321,bicycle,7.710719913244247
6.581247806549072,no_score_gate,7500,44284,2653793,1312712,1.1045119762420654,0.4433920085430145,bicycle,8.129151791334152
6.869279861450195,no_score_gate,8000,46947,2691303,1397854,1.1110399961471558,0.4433920085430145,bicycle,8.423711866140366
6.564864158630371,no_score_gate,8500,38889,2724481,1141210,1.0362880229949951,0.4423680007457733,bicycle,8.04352018237114
6.354944229125977,no_score_gate,9000,33009,2751565,951602,0.9236479997634888,0.4423680007457733,bicycle,7.720960229635239
6.752255916595459,no_score_gate,9500,40868,2784474,1204783,1.0762239694595337,0.4433920085430145,bicycle,8.271871894598007
7.066624164581299,no_score_gate,10000,46131,2803883,1371740,1.2666879892349243,0.4423680007457733,bicycle,8.775680154561996
6.7942399978637695,no_score_gate,10500,45500,2817066,1352978,1.0764479637145996,0.4472639858722687,bicycle,8.317951947450638
7.275519847869873,no_score_gate,11000,52086,2836792,1561981,1.1980479955673218,0.4433920085430145,bicycle,8.91695985198021
6.875135898590088,no_score_gate,11500,44013,2849246,1303960,1.0652799606323242,0.44204801321029663,bicycle,8.382463872432709
7.011328220367432,no_score_gate,12000,43314,2861275,1280780,1.1898880004882812,0.4423680007457733,bicycle,8.643584221601486
7.423999786376953,no_score_gate,12500,54615,2896575,1643919,1.3547519445419312,0.43929600715637207,bicycle,9.218047738075256
6.909215927124023,no_score_gate,13000,41551,2900342,1225563,1.2094719409942627,0.4442879855632782,bicycle,8.562975853681564
6.5649919509887695,no_score_gate,13500,34565,2908638,1001475,0.9502400159835815,0.4423680007457733,bicycle,7.957599967718124
7.070720195770264,no_score_gate,14000,47662,2912318,1421631,1.0629119873046875,0.44543999433517456,bicycle,8.579072177410126
7.3526082038879395,no_score_gate,14500,53723,2913018,1615804,1.247040033340454,0.44441598653793335,bicycle,9.044064223766327
7.009280204772949,no_score_gate,15000,43947,2922378,1302538,1.1374080181121826,0.4413439929485321,bicycle,8.588032215833664
6.8085761070251465,no_score_gate,15500,40777,2922378,1201541,1.0147839784622192,0.4423680007457733,bicycle,8.265728086233139
7.535615921020508,no_score_gate,16000,58546,2922378,1769858,1.2777600288391113,0.4433920085430145,bicycle,9.256767958402634
7.318528175354004,no_score_gate,16500,55025,2922378,1656027,1.2564480304718018,0.44441598653793335,bicycle,9.019392192363739
6.864128112792969,no_score_gate,17000,42980,2922378,1271853,1.0577919483184814,0.4403199851512909,bicycle,8.362240046262741
7.327744007110596,no_score_gate,17500,49069,2922378,1467573,1.1911040544509888,0.4442239999771118,bicycle,8.963072061538696
5.814271926879883,no_score_gate,18000,38225,2412191,1119390,0.9082880020141602,0.43929600715637207,bicycle,7.161855936050415
6.1184000968933105,no_score_gate,18500,45879,2412191,1363736,1.0987520217895508,0.44646400213241577,bicycle,7.663616120815277
6.53004789352417,no_score_gate,19000,56359,2412191,1700747,1.2299840450286865,0.4442560076713562,bicycle,8.204287946224213
6.292416095733643,no_score_gate,19500,49047,2412191,1465779,1.238752007484436,0.4444800019264221,bicycle,7.975648105144501
6.200352191925049,no_score_gate,20000,46574,2412191,1387128,1.047808051109314,0.442111998796463,bicycle,7.690272241830826
6.287360191345215,no_score_gate,20500,47071,2412191,1403095,1.1191680431365967,0.44646400213241577,bicycle,7.852992236614227
5.928959846496582,no_score_gate,21000,42997,2358539,1273807,1.0657919645309448,0.449535995721817,bicycle,7.444287806749344
5.703680038452148,no_score_gate,21500,36374,2358539,1059762,0.9666560292243958,0.44646400213241577,bicycle,7.11680006980896
5.765120029449463,no_score_gate,22000,39915,2358539,1172593,0.9666240215301514,0.4433920085430145,bicycle,7.175136059522629
5.933055877685547,no_score_gate,22500,39960,2358539,1174505,0.9850239753723145,0.4413439929485321,bicycle,7.359423846006393
6.043647766113281,no_score_gate,23000,47327,2358539,1411835,1.0618879795074463,0.44646400213241577,bicycle,7.551999747753143
1.0938559770584106,no_score_gate,500,20333,138766,550868,0.8866559863090515,0.6410239934921265,garden,2.6215359568595886
1.8944000005722046,no_score_gate,1000,42569,1109497,1260857,1.0208640098571777,0.41967999935150146,garden,3.334944009780884
5.8572797775268555,no_score_gate,1500,59584,2390867,1806486,1.4814720153808594,0.42905598878860474,garden,7.76780778169632
7.880703926086426,no_score_gate,2000,66533,3341382,2029114,1.730847954750061,0.42259201407432556,garden,10.034143894910812
11.16703987121582,no_score_gate,2500,93034,3987040,2876071,2.3400959968566895,0.42368000745773315,garden,13.930815875530243
12.177408218383789,no_score_gate,3000,93939,4389227,2906125,2.460319995880127,0.4280320107936859,garden,15.065760225057602
14.408608436584473,no_score_gate,3500,97064,4666577,3005251,2.7637760639190674,0.4291520118713379,garden,17.601536512374878
14.162943840026855,no_score_gate,4000,84970,4865088,2618280,2.572256088256836,0.43827199935913086,garden,17.173471927642822
13.826047897338867,no_score_gate,4500,80865,4994848,2487485,2.387968063354492,0.4270080029964447,garden,16.641023963689804
14.386176109313965,no_score_gate,5000,85130,5060436,2623821,2.450432062149048,0.4270080029964447,garden,17.263616174459457
12.790783882141113,no_score_gate,5500,87388,5101741,2695443,1.7766400575637817,0.42188799381256104,garden,14.989311933517456
14.229248046875,no_score_gate,6000,108598,5108581,3375040,2.219007968902588,0.4262399971485138,garden,16.8744960129261
12.898655891418457,no_score_gate,6500,85589,5101947,2638567,1.9456000328063965,0.42393600940704346,garden,15.268191933631897
12.36905574798584,no_score_gate,7000,80727,5092221,2482354,1.7109440565109253,0.4259839951992035,garden,14.505983799695969
13.262847900390625,no_score_gate,7500,97847,5072832,3030633,2.0272319316864014,0.4280320107936859,garden,15.718111842870712
12.578816413879395,no_score_gate,8000,80607,5063089,2478194,1.7834880352020264,0.4249599874019623,garden,14.787264436483383
12.506112098693848,no_score_gate,8500,83431,5047920,2568365,1.773568034172058,0.4259839951992035,garden,14.70566412806511
13.400064468383789,no_score_gate,9000,99460,5028992,3081547,2.0538880825042725,0.4249599874019623,garden,15.878912538290024
13.36832046508789,no_score_gate,9500,99883,5027954,3095442,2.2448959350585938,0.42671999335289,garden,16.039936393499374
12.237824440002441,no_score_gate,10000,79870,5016869,2454503,1.6599040031433105,0.42188799381256104,garden,14.319616436958313
12.591103553771973,no_score_gate,10500,88461,5013269,2730473,1.710752010345459,0.42393600940704346,garden,14.725791573524475
12.347392082214355,no_score_gate,11000,84843,5000293,2613063,1.7889280319213867,0.42291200160980225,garden,14.559232115745544
12.283904075622559,no_score_gate,11500,85927,4980358,2648291,1.6351679563522339,0.4270080029964447,garden,14.346080034971237
13.000703811645508,no_score_gate,12000,96590,4962372,2990757,1.921120047569275,0.4248639941215515,garden,15.346687853336334
13.108480453491211,no_score_gate,12500,99452,4974529,3081415,2.006848096847534,0.4270080029964447,garden,15.54233655333519
13.263872146606445,no_score_gate,13000,102726,4960612,3186987,1.9617279767990112,0.4259839951992035,garden,15.65158411860466
12.192768096923828,no_score_gate,13500,79850,4951988,2454747,1.884160041809082,0.42188799381256104,garden,14.498816132545471
12.366047859191895,no_score_gate,14000,86811,4937463,2678783,1.6926720142364502,0.4249599874019623,garden,14.483679860830307
12.057344436645508,no_score_gate,14500,83387,4921278,2567789,1.6465280055999756,0.42316800355911255,garden,14.127040445804596
11.906047821044922,no_score_gate,15000,82614,4909872,2543091,1.6187200546264648,0.4259839951992035,garden,13.95075187087059
11.958271980285645,no_score_gate,15500,76176,4909872,2336839,2.1022720336914062,0.5058559775352478,garden,14.566399991512299
11.709440231323242,no_score_gate,16000,77622,4909872,2382831,1.590175986289978,0.4237760007381439,garden,13.723392218351364
11.814144134521484,no_score_gate,16500,81005,4909872,2491761,1.623039960861206,0.4249599874019623,garden,13.862144082784653
12.14361572265625,no_score_gate,17000,84854,4909872,2615447,1.7346559762954712,0.4259839951992035,garden,14.304255694150925
12.848128318786621,no_score_gate,17500,97677,4909872,3025471,1.8974080085754395,0.43007999658584595,garden,15.175616323947906
9.91539192199707,no_score_gate,18000,71802,3993515,2197773,1.4827519655227661,0.4259839951992035,garden,11.82412788271904
10.826751708984375,no_score_gate,18500,90298,3993515,2788286,1.7395520210266113,0.4259839951992035,garden,12.99228772521019
10.063872337341309,no_score_gate,19000,75154,3993515,2303099,1.5370240211486816,0.42291200160980225,garden,12.023808360099792
10.058752059936523,no_score_gate,19500,75232,3993515,2305289,1.551200032234192,0.4270080029964447,garden,12.03696009516716
11.587583541870117,no_score_gate,20000,97769,3993515,3027787,1.9209920167922974,0.4270080029964447,garden,13.93558356165886
10.118144035339355,no_score_gate,20500,79202,3993515,2433847,1.4899200201034546,0.42291200160980225,garden,12.030976057052612
10.176511764526367,no_score_gate,21000,74198,3904538,2274986,1.5060160160064697,0.42291200160980225,garden,12.10543978214264
10.02188777923584,no_score_gate,21500,78680,3904538,2416317,1.51145601272583,0.4249280095100403,garden,11.95827180147171
10.060799598693848,no_score_gate,22000,76632,3904538,2350813,1.565727949142456,0.4268159866333008,garden,12.053343534469604
9.783136367797852,no_score_gate,22500,71975,3904538,2202164,1.4510079622268677,0.4230720102787018,garden,11.657216340303421
11.274592399597168,no_score_gate,23000,98220,3904538,3042243,1.8647040128707886,0.42393600940704346,garden,13.563232421875
0.8857600092887878,no_score_gate,500,13403,112627,315048,1.1214079856872559,0.6144000291824341,room,2.621568024158478
0.9431040287017822,no_score_gate,1000,16025,345965,410759,0.5867519974708557,0.4341759979724884,room,1.9640320241451263
2.436095952987671,no_score_gate,1500,39734,649094,1168415,0.9267200231552124,0.43724799156188965,room,3.800063967704773
2.649087905883789,no_score_gate,2000,25342,930777,704587,0.8601599931716919,0.4413439929485321,room,3.950591892004013
3.221503973007202,no_score_gate,2500,27117,1151676,766456,0.944320023059845,0.44115200638771057,room,4.606976002454758
4.16153621673584,no_score_gate,3000,47435,1318182,1413855,1.2441600561141968,0.4423680007457733,room,5.84806427359581
4.51584005355835,no_score_gate,3500,43026,1346595,1272820,1.222656011581421,0.44646400213241577,room,6.184960067272186
4.080639839172363,no_score_gate,4000,32327,1397114,930369,1.0178560018539429,0.43929600715637207,room,5.537791848182678
4.81820821762085,no_score_gate,4500,47453,1445356,1415385,1.272063970565796,0.4461759924888611,room,6.536448180675507
4.708352088928223,no_score_gate,5000,42727,1468340,1262156,1.1560959815979004,0.43929600715637207,room,6.303744077682495
3.629055976867676,no_score_gate,5500,24545,1498392,681600,0.7895359992980957,0.4392639994621277,room,4.857855975627899
4.527103900909424,no_score_gate,6000,47586,1517781,1416814,1.0628479719161987,0.4403199851512909,room,6.0302718579769135
4.66707181930542,no_score_gate,6500,52126,1487554,1564407,1.1388479471206665,0.4435519874095917,room,6.249471753835678
3.753983974456787,no_score_gate,7000,21783,1474211,591214,0.813759982585907,0.43827199935913086,room,5.006015956401825
4.44543981552124,no_score_gate,7500,46970,1474387,1400136,1.0514240264892578,0.4453760087490082,room,5.942239850759506
3.940351963043213,no_score_gate,8000,32926,1473200,950403,0.8551679849624634,0.4410240054130554,room,5.236543953418732
4.642816066741943,no_score_gate,8500,49862,1472441,1491999,1.0474560260772705,0.4423680007457733,room,6.132640093564987
3.976191997528076,no_score_gate,9000,34959,1463848,1015494,0.8612160086631775,0.4392639994621277,room,5.276672005653381
4.067327976226807,no_score_gate,9500,39368,1446812,1156300,0.8509439826011658,0.4423680007457733,room,5.360639959573746
4.022272109985352,no_score_gate,10000,38591,1428155,1129293,0.9122239947319031,0.44441598653793335,room,5.378912091255188
